Category,Subcategory,Local term,English translation,Simple category
Slurs,Anti-black,negra de mierda,shitty black woman,Racism
Slurs,Anti-black,oscuro,dark skinned man,Racism
Slurs,Anti-black,oscura,dark skinned woman,Racism
Slurs,Anti-black,negrito,little black man or boy,Racism
Slurs,Anti-black,negrita,little black woman o girl,Racism
Slurs,Anti-Asian,chino de mierda,shitty chinesse man,Racism
Slurs,Anti-Asian,china de mierda,shitty chinesse woman,Racism
Slurs,Anti-Asian,ponja,japon backwards used to mocked japanese people in argentina,Racism
Slurs,Anti-Gypsy Roma Traveller,gitano,gypsy man,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana,gypsy woman,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitano garca,gypsy swindler man in lunfardo ,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana garca,gypsy swindler woman in lunfardo,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitano ladrón,a gypsy man who is a thief,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana ladrona,a gypsy woman who is a thief,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana bruja,gypsy witch,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitano de mierda,shitty gypsy man,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana de mierda,shitty gypsy woman,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitano hijo de puta,gypsy son of a slut,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana hija de puta ,gypsy daughter of a slut,Anti-GRT
Slurs,Islamophobic,cabeza de frasco de mermelada,"jam jar head, in argentina a lot of jam jars have a piece of fabric on top",Islamophobia
Special_terms,Football-specific,"it comes from the word bosta that means poop, used to talk abot boca juniors",,Special Terms
Special_terms,Football-specific,"chickens reffering to their confidence playing, used to talk about river plate",,Special Terms
Special_terms,Football-specific,"cold chest, used to talk about any teamn here in argentina",,Special Terms
Violence,Violent threats,quemar,burn,Violence
Violence,Violent threats,quemado,a burned man,Violence
Violence,Violent threats,quemada,a burned woman,Violence
Violence,Violent threats,pender fuego,set something or someone on fire,Violence
Violence,Violent threats,prendida fuego,a woman on fire,Violence
Violence,Violent threats,prendido fuego,a man on fire,Violence
Violence,Violent threats,apuñalar,stab,Violence
Violence,Violent threats,apuñalado,a stabed man,Violence
Violence,Violent threats,apuñalada,a stabed woman,Violence
Violence,Violent threats,acuchillar,another way to say stab,Violence
Violence,Violent threats,acuchillado,another way to say stabed man,Violence
Violence,Violent threats,acuchillada,another way to say stabed woman,Violence
Violence,Violent threats,tiro,a gun shot,Violence
Violence,Violent threats,lo cagaría a tiros,shotting a man with a gun,Violence
Violence,Violent threats,la cagaría a tiros,shotting a woman with a gun,Violence
Violence,Death threats,muerte,death,Violence
Violence,Death threats,muerto,death man,Violence
Violence,Death threats,muerta,death woman,Violence
Violence,Death threats,muertito,death little man,Violence
Violence,Death threats,muertita,death little woman,Violence
Violence,Death threats,matar,kill,Violence
Violence,Death threats,matarla,kill a woman,Violence
Violence,Death threats,matarlo,kill a man,Violence
Violence,Death threats,boleta,kill in lunfardo,Violence
Violence,Death threats,boletear,killing in lunfardo,Violence
Violence,Death threats,boletearlo,killing a man in lunfardo,Violence
Violence,Death threats,boletearla,killing a woman in lunfardo,Violence
Violence,Death threats,sos boleta,you are a dead person in lunfardo,Violence
Violence,Death threats,te voy a hacer cagar fuego,i´m going to kill you in lunfardo,Violence
Violence,Death threats,sos pollo,you are a chicken meaning you are going to be dead,Violence
Violence,Death threats,date por muerto,count yourself as a dead person,Violence
Violence,Death threats,colgar,hang,Violence
Violence,Death threats,colgarte,hang someone,Violence
Violence,Death threats,colgarla,hang a woman,Violence
Violence,Death threats,colgarlo,hang a man,Violence
